,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-19,"1,220",127,46.67%,11.11%,10.37%,17.04%,14.07%,11.11%,10.37%,12.59%,11.11%,14.07%,9.63%,37.04%,10.37%,9.63%,7.41%,8.89%,5.93%,8.15%,8.15%,7.41%,8.15%,7.41%,31.11%,28.15%,23.70%,16.30%,20.00%,18.52%,13.33%,203,29,35.29%,23.53%,17.65%,17.65%,29.41%,17.65%,11.76%,5.88%,5.88%,11.76%,5.88%,35.29%,5.88%,5.88%,0.00%,11.76%,5.88%,11.76%,11.76%,5.88%,5.88%,5.88%,35.29%,35.29%,29.41%,35.29%,35.29%,23.53%,11.76%
11-Nov-19,"1,158",198,42.42%,13.13%,14.14%,17.17%,19.19%,16.16%,14.14%,14.14%,11.11%,10.10%,12.12%,37.37%,9.09%,10.10%,7.07%,7.07%,7.07%,6.06%,5.05%,4.04%,4.04%,5.05%,29.29%,24.24%,17.17%,18.18%,17.17%,20.20%,21.21%,200,11,47.62%,14.29%,14.29%,14.29%,9.52%,9.52%,9.52%,9.52%,4.76%,9.52%,4.76%,47.62%,4.76%,4.76%,9.52%,9.52%,4.76%,4.76%,9.52%,9.52%,9.52%,4.76%,19.05%,23.81%,14.29%,9.52%,14.29%,14.29%,9.52%
12-Nov-19,"1,128",169,47.83%,10.87%,13.04%,15.22%,10.87%,9.78%,8.70%,9.78%,5.43%,6.52%,7.61%,28.26%,5.43%,4.35%,4.35%,4.35%,3.26%,3.26%,5.43%,4.35%,4.35%,4.35%,29.35%,25.00%,18.48%,16.30%,17.39%,13.04%,14.13%,195,6,42.11%,5.26%,5.26%,5.26%,10.53%,5.26%,0.00%,5.26%,5.26%,5.26%,5.26%,26.32%,0.00%,5.26%,0.00%,0.00%,0.00%,5.26%,0.00%,10.53%,10.53%,10.53%,21.05%,10.53%,0.00%,10.53%,10.53%,5.26%,5.26%
13-Nov-19,"1,108",176,34.78%,8.70%,7.61%,6.52%,5.43%,7.61%,6.52%,6.52%,5.43%,7.61%,8.70%,28.26%,6.52%,5.43%,6.52%,4.35%,4.35%,5.43%,4.35%,5.43%,7.61%,6.52%,15.22%,15.22%,16.30%,13.04%,11.96%,13.04%,5.43%,217,21,36.36%,4.55%,0.00%,0.00%,9.09%,9.09%,4.55%,9.09%,9.09%,4.55%,0.00%,36.36%,0.00%,0.00%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,4.55%,4.55%,18.18%,4.55%,9.09%,13.64%,13.64%,9.09%,9.09%
14-Nov-19,"1,060",138,44.90%,13.27%,13.27%,11.22%,10.20%,9.18%,9.18%,11.22%,9.18%,6.12%,7.14%,36.73%,5.10%,5.10%,6.12%,2.04%,5.10%,3.06%,5.10%,3.06%,3.06%,2.04%,24.49%,19.39%,18.37%,16.33%,13.27%,13.27%,13.27%,208,7,36.00%,4.00%,12.00%,4.00%,8.00%,12.00%,8.00%,8.00%,4.00%,4.00%,4.00%,20.00%,0.00%,8.00%,8.00%,0.00%,4.00%,4.00%,4.00%,0.00%,4.00%,4.00%,16.00%,20.00%,16.00%,12.00%,16.00%,12.00%,8.00%
15-Nov-19,"1,074",146,35.16%,7.69%,12.09%,9.89%,9.89%,10.99%,8.79%,9.89%,7.69%,9.89%,5.49%,27.47%,5.49%,8.79%,3.30%,6.59%,5.49%,5.49%,4.40%,4.40%,5.49%,4.40%,28.57%,14.29%,13.19%,10.99%,10.99%,14.29%,12.09%,211,6,42.11%,13.16%,5.26%,5.26%,18.42%,5.26%,5.26%,0.00%,5.26%,10.53%,5.26%,26.32%,2.63%,7.89%,5.26%,5.26%,7.89%,5.26%,2.63%,0.00%,0.00%,2.63%,28.95%,26.32%,26.32%,18.42%,15.79%,7.89%,13.16%
16-Nov-19,"1,036",161,36.46%,7.29%,10.42%,7.29%,11.46%,10.42%,11.46%,7.29%,7.29%,6.25%,5.21%,33.33%,6.25%,10.42%,10.42%,5.21%,4.17%,3.13%,5.21%,5.21%,5.21%,2.08%,14.58%,18.75%,17.71%,12.50%,14.58%,11.46%,9.38%,217,7,39.39%,6.06%,3.03%,6.06%,3.03%,0.00%,0.00%,9.09%,3.03%,3.03%,0.00%,18.18%,3.03%,3.03%,3.03%,6.06%,3.03%,0.00%,3.03%,0.00%,0.00%,3.03%,21.21%,15.15%,12.12%,15.15%,12.12%,9.09%,9.09%
17-Nov-19,"1,077",128,41.59%,22.12%,18.58%,18.58%,16.81%,15.04%,12.39%,10.62%,13.27%,9.73%,8.85%,37.17%,9.73%,9.73%,8.85%,9.73%,10.62%,9.73%,10.62%,10.62%,10.62%,10.62%,32.74%,26.55%,20.35%,23.01%,24.78%,23.01%,18.58%,224,53,43.75%,12.50%,12.50%,18.75%,8.33%,10.42%,6.25%,12.50%,10.42%,12.50%,10.42%,33.33%,6.25%,8.33%,6.25%,6.25%,6.25%,10.42%,4.17%,4.17%,4.17%,4.17%,31.25%,29.17%,25.00%,18.75%,16.67%,16.67%,14.58%
18-Nov-19,"1,068",124,37.74%,12.26%,12.26%,8.49%,7.55%,7.55%,5.66%,5.66%,9.43%,5.66%,5.66%,22.64%,6.60%,6.60%,2.83%,4.72%,4.72%,7.55%,3.77%,6.60%,5.66%,2.83%,25.47%,18.87%,23.58%,20.75%,15.09%,16.04%,14.15%,213,36,32.14%,3.57%,10.71%,10.71%,7.14%,7.14%,10.71%,7.14%,10.71%,7.14%,7.14%,21.43%,3.57%,3.57%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,14.29%,21.43%,17.86%,10.71%,7.14%,3.57%,7.14%
19-Nov-19,"1,060",125,36.75%,9.40%,12.82%,11.97%,8.55%,5.98%,9.40%,5.13%,5.13%,6.84%,6.84%,31.62%,8.55%,5.98%,6.84%,5.13%,5.98%,5.98%,6.84%,7.69%,5.98%,4.27%,26.50%,18.80%,18.80%,18.80%,14.53%,11.97%,11.97%,263,110,45.28%,7.55%,7.55%,11.32%,11.32%,5.66%,7.55%,5.66%,3.77%,5.66%,7.55%,37.74%,7.55%,5.66%,3.77%,5.66%,5.66%,3.77%,5.66%,5.66%,5.66%,1.89%,18.87%,18.87%,9.43%,13.21%,9.43%,15.09%,9.43%
20-Nov-19,"1,118",127,34.78%,11.59%,13.04%,9.18%,11.11%,9.66%,9.18%,8.70%,7.73%,9.18%,7.25%,25.12%,6.28%,6.76%,5.31%,6.28%,5.80%,4.35%,4.35%,3.38%,4.35%,5.31%,24.15%,16.43%,13.04%,16.91%,12.56%,13.53%,14.49%,292,52,50.75%,7.46%,11.94%,8.96%,10.45%,8.96%,7.46%,8.96%,5.97%,4.48%,5.97%,35.82%,7.46%,5.97%,7.46%,7.46%,5.97%,5.97%,8.96%,4.48%,5.97%,7.46%,31.34%,29.85%,14.93%,13.43%,7.46%,7.46%,5.97%
21-Nov-19,"1,493",104,28.99%,9.78%,7.79%,9.60%,8.33%,8.70%,8.33%,6.52%,6.52%,5.80%,6.70%,21.92%,5.98%,5.07%,5.25%,4.53%,5.80%,3.99%,2.90%,4.71%,3.44%,2.72%,17.21%,15.76%,15.76%,14.31%,13.77%,11.23%,10.87%,296,57,45.16%,11.29%,16.13%,14.52%,16.13%,17.74%,12.90%,12.90%,11.29%,8.06%,12.90%,33.87%,9.68%,9.68%,11.29%,9.68%,9.68%,11.29%,12.90%,11.29%,6.45%,4.84%,20.97%,17.74%,20.97%,22.58%,11.29%,14.52%,19.35%
22-Nov-19,"2,011",92,29.68%,7.17%,6.61%,6.83%,6.38%,6.49%,6.16%,4.93%,4.59%,6.05%,3.92%,22.40%,3.92%,4.70%,3.81%,3.36%,3.70%,3.14%,2.80%,3.25%,3.14%,2.58%,16.35%,14.11%,12.21%,10.53%,9.52%,8.96%,7.95%,313,62,49.23%,10.77%,9.23%,10.77%,13.85%,9.23%,10.77%,7.69%,7.69%,9.23%,6.15%,33.85%,4.62%,6.15%,4.62%,7.69%,7.69%,7.69%,7.69%,4.62%,6.15%,6.15%,23.08%,24.62%,20.00%,13.85%,12.31%,12.31%,13.85%
23-Nov-19,"2,502",67,30.50%,7.96%,6.88%,6.79%,5.97%,7.15%,5.43%,6.15%,4.80%,4.25%,4.89%,19.00%,4.34%,4.89%,4.43%,3.62%,3.44%,3.44%,3.17%,3.17%,2.90%,2.17%,14.66%,11.86%,11.49%,11.95%,10.59%,9.41%,7.06%,321,59,39.68%,11.11%,9.52%,7.94%,6.35%,14.29%,12.70%,11.11%,7.94%,6.35%,9.52%,33.33%,9.52%,7.94%,9.52%,6.35%,6.35%,9.52%,4.76%,6.35%,6.35%,7.94%,22.22%,22.22%,19.05%,17.46%,12.70%,20.63%,17.46%
24-Nov-19,"2,739",96,26.49%,7.70%,7.52%,7.79%,6.78%,6.23%,6.05%,6.42%,6.05%,5.22%,5.87%,18.97%,4.77%,4.86%,4.86%,4.49%,4.40%,4.12%,3.67%,3.76%,3.67%,3.39%,15.31%,14.57%,14.12%,11.27%,10.27%,9.44%,8.71%,273,43,58.06%,12.90%,16.13%,12.90%,19.35%,16.13%,12.90%,9.68%,12.90%,6.45%,6.45%,45.16%,9.68%,9.68%,9.68%,6.45%,6.45%,12.90%,3.23%,9.68%,9.68%,9.68%,29.03%,32.26%,29.03%,12.90%,12.90%,9.68%,16.13%
25-Nov-19,"2,770",83,28.39%,8.81%,7.51%,6.49%,7.24%,7.70%,6.12%,6.12%,6.22%,5.75%,5.84%,20.32%,6.03%,5.38%,5.10%,4.64%,4.64%,4.55%,3.62%,4.27%,3.62%,2.50%,16.88%,15.21%,13.82%,12.34%,10.30%,10.39%,9.55%,251,48,48.15%,18.52%,14.81%,11.11%,7.41%,7.41%,7.41%,11.11%,7.41%,7.41%,11.11%,29.63%,11.11%,11.11%,14.81%,14.81%,11.11%,11.11%,11.11%,11.11%,11.11%,7.41%,25.93%,18.52%,22.22%,29.63%,22.22%,18.52%,18.52%
26-Nov-19,"2,954",59,26.21%,8.55%,7.28%,7.73%,6.73%,7.01%,6.10%,6.28%,6.19%,7.55%,6.46%,21.20%,4.46%,4.19%,4.09%,4.28%,4.09%,3.28%,3.82%,3.82%,3.37%,2.18%,15.20%,13.74%,12.65%,9.74%,10.28%,8.83%,8.74%,266,79,54.55%,6.06%,12.12%,9.09%,3.03%,6.06%,6.06%,3.03%,3.03%,3.03%,0.00%,24.24%,6.06%,3.03%,3.03%,3.03%,3.03%,3.03%,0.00%,3.03%,0.00%,0.00%,21.21%,15.15%,21.21%,15.15%,15.15%,15.15%,15.15%
27-Nov-19,"2,945",94,23.69%,6.22%,6.91%,6.22%,5.63%,5.53%,5.23%,4.74%,3.55%,4.64%,4.44%,17.97%,2.96%,3.85%,4.05%,2.86%,2.86%,2.47%,2.96%,2.76%,2.37%,1.38%,12.93%,12.73%,10.27%,10.76%,8.19%,7.21%,7.40%,265,27,38.89%,16.67%,16.67%,13.89%,13.89%,16.67%,13.89%,8.33%,11.11%,13.89%,8.33%,30.56%,2.78%,11.11%,2.78%,5.56%,5.56%,5.56%,8.33%,5.56%,2.78%,5.56%,22.22%,27.78%,16.67%,27.78%,19.44%,13.89%,19.44%
28-Nov-19,"3,076",77,25.12%,8.69%,7.74%,7.18%,8.50%,7.18%,6.99%,7.27%,6.61%,5.29%,5.95%,19.45%,5.85%,5.57%,5.67%,5.48%,4.82%,4.63%,4.82%,4.53%,2.93%,3.02%,15.77%,15.20%,11.43%,11.99%,11.43%,10.86%,9.82%,257,13,23.53%,2.94%,5.88%,2.94%,2.94%,5.88%,2.94%,0.00%,2.94%,2.94%,2.94%,32.35%,2.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.88%,2.94%,0.00%,14.71%,14.71%,5.88%,8.82%,5.88%,2.94%,5.88%
29-Nov-19,"3,343",85,25.97%,6.35%,5.84%,6.85%,6.35%,6.77%,6.26%,5.25%,5.16%,4.74%,5.08%,17.26%,4.74%,3.89%,4.15%,3.72%,4.23%,4.15%,3.30%,2.88%,2.96%,2.62%,12.94%,12.27%,11.08%,9.98%,9.98%,8.63%,8.88%,302,35,30.68%,6.82%,4.55%,5.68%,6.82%,4.55%,2.27%,2.27%,3.41%,5.68%,2.27%,23.86%,5.68%,4.55%,3.41%,3.41%,5.68%,3.41%,3.41%,3.41%,3.41%,4.55%,15.91%,17.05%,14.77%,10.23%,9.09%,4.55%,4.55%
30-Nov-19,"3,668",79,28.06%,8.62%,6.98%,7.19%,7.19%,7.26%,6.62%,5.34%,5.63%,6.34%,5.77%,17.38%,5.20%,5.41%,4.77%,3.99%,4.77%,4.49%,4.84%,3.99%,3.99%,3.85%,13.96%,12.18%,11.18%,10.68%,9.47%,9.47%,8.83%,309,34,47.31%,18.28%,12.90%,16.13%,17.20%,11.83%,12.90%,16.13%,12.90%,9.68%,12.90%,35.48%,11.83%,13.98%,10.75%,8.60%,9.68%,9.68%,6.45%,8.60%,7.53%,9.68%,32.26%,27.96%,24.73%,23.66%,20.43%,18.28%,17.20%
